PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2020-0084,03/16/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,,Arresting,Good,Clear Conditions,Hands | Baton/PR-24 (Strike) | Hands,L1 | L3 | L1,Unknown,No | Yes | No,Black | Black | Black,Male | Male | Male,39 | 39 | 48,0 | 0 | 24,0 feet to 1 feet,Male,Black,25,Medium,5'10'' to 6'0'',Yes,No,Yes,,refuse verbal commands,No | No | No
FTN2020-0086,03/17/2020,FOB - Field Operations Bureau,4th District,Task Force,A,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,Black,Female,40,8,4 feet to 6 feet,Male,Asian,43,Medium,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0144,03/18/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,None detected,Yes | Yes,White | ,Male | Male,42 | ,16 | 2,1 feet to 3 feet,Male,White,38,Medium,5'10'' to 6'0'',Yes,No,Yes,,Weapon Exhibited,Yes | No
FTN2020-0088,03/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Hands | Hands | Hands | Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes | Yes | Yes | Yes,White | Black | Black | White | White | Black | White,Male | Male | Male | Male | Male | Male | Female,49 | 49 | 35 | 33 | 28 | 30 | 25,12 | 15 | 9 | 6 | 5 | 5 | 4,0 feet to 1 feet,Male,Black,23,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Lawful Arrest,No | No | No | No | No | No | No
FTN2020-0091,03/19/2020,FOB - Field Operations Bureau,3rd District,Task Force,Task Force A,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,36,5,11 feet to 14 feet,Male,Black,13,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,No
FTN2020-0092,03/19/2020,FOB - Field Operations Bureau,3rd District,Support Services,Staff,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,31,3,15 feet to 18 feet,Male,White,36,,,No,No,No,,Other,No
FTN2020-0094,03/22/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,31,7,7 feet to 10 feet,Male,Hispanic,22,XLarge,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2020-0095,03/26/2020,FOB - Field Operations Bureau,2nd District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown Drugs,Yes,Black,Male,38,15,4 feet to 6 feet,Male,Black,31,Medium,6'1'' to 6'3'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0097,03/28/2020,FOB - Field Operations Bureau,Police Recruits,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Hispanic,Male,38,3,19 feet to 21 feet,Male,Black,50,Large,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
2020-0097,03/28/2020,FOB - Field Operations Bureau,Police Recruits,A Platoon,Patrol,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,,Yes,White,Male,27,3,7 feet to 10 feet,Male,White,35,,,No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0098,03/30/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Unknown Drugs,Yes | Yes | Yes,Black | Black | White,Male | Male | Male,48 | 34 | 37,23 | 8 | 5,0 feet to 1 feet,Male,Black,33,,,No,Yes,No,,refuse verbal commands,No | No | No
FTN2020-0100,04/01/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Female,39,18,15 feet to 18 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2020-0101,04/02/2020,FOB - Field Operations Bureau,3rd District,Task Force A,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown | Unknown,Yes,White,Male,42,12,7 feet to 10 feet | 7 feet to 10 feet,Male | Female,White | White,41 | 40,Medium | Medium,5'4'' to 5'6'' | 5'4'' to 5'6'',No | No,No | No,Yes | Yes,,Tactical Deployments,No
FTN2020-0102,04/03/2020,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | CEW Deployment | Hands | Hands,L1 | L2 | L1 | L1,Unknown,No | No | No | No,Black | Black | White | Black,Male | Male | Male | Male,43 | 43 | 49 | 46,12 | 12 | 16 | 4,0 feet to 1 feet,Male,Black,28,Medium,> 6'3'',No,No,Yes,,Resisting Lawful Arrest,No | No | No | No
FTN2020-0109,04/04/2020,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Not Justified,Traffic Stop,Good,Clear Conditions,Hands | Force (Defense Tech) | Takedown (w/injury) | Takedown (w/injury) | Hands,L1 | L2 | L2 | L2 | L1,Unknown,Yes | Yes | Yes | Yes | Yes,White | White | Hispanic | White | Black,Female | Male | Male | Male | Male,45 | 27 | 43 | 43 | 26,13 | 5 | 5 | 5 | 4,0 feet to 1 feet,Male,Black,21,Medium,5'7'' to 5'9'',Yes,No,No,,refuse verbal commands,No | No | No | No | No
FTN2020-0104,04/07/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (w/injury) | Takedown (w/injury),L2 | L2,Unknown,Yes | Yes,White | White,Female | Female,30 | 50,2 | 2,0 feet to 1 feet,Male,Black,32,Small,5'7'' to 5'9'',Yes,No,Yes,,Resisting Lawful Arrest,No | No
FTN2020-0103,04/07/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected | None detected,Yes | Yes,Black | White,Male | Male,45 | 27,18 | 3,15 feet to 18 feet | 15 feet to 18 feet,Male | Female,Black | Black,27 | 28,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,No | No,,Other,No | No
FTN2020-0105,04/08/2020,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Unknown Drugs,Yes,White,Female,48,7,11 feet to 14 feet,Male,Black,29,Small,5'0'' to 5'3'',No,No,Yes,,Flight from an Officer,No
FTN2020-0107,04/08/2020,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,,Yes | Yes,White | White,Male | Male,30 | 31,7 | 5,4 feet to 6 feet,Male,Black,43,,,No,No,No,,refuse verbal commands,No | No
FTN2020-0108,04/08/2020,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1,Unknown,Yes | Yes | Yes | Yes,Black | White | Hispanic | White,Male | Male | Male | Male,38 | 54 | 33 | 28,14 | 33 | 5 | 5,0 feet to 1 feet,Male,Black,28,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No | No | No
FTN2020-0106,04/08/2020,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,White,Male,38,8,4 feet to 6 feet,Male,Black,39,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Battery on Police Officer,No
FTN2020-0110,04/10/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,28,2,4 feet to 6 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2020-0111,04/11/2020,FOB - Field Operations Bureau,Police Recruits,B,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,White,Male,28,3,0 feet to 1 feet,Male,White,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0112,04/12/2020,FOB - Field Operations Bureau,1st District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown | Unknown,No | No | No,White | Black | Hispanic,Male | Male | Male,29 | 33 | 27,7 | 5 | 4,4 feet to 6 feet | 4 feet to 6 feet,Male | Male,Black | Black,30 | 30,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes,Yes | Yes,Yes | Yes,,Resisting Lawful Arrest,No | No | No
FTN2020-0114,04/15/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Hands,L1,None detected,Yes,White,Male,25,3,0 feet to 1 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2020-0115,04/15/2020,FOB - Field Operations Bureau,3rd District,Task Force A,Task Force A,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown | Unknown,Yes,White,Female,41,6,7 feet to 10 feet | 7 feet to 10 feet,Male | Male,Black | Black,15 | 19,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Tactical Deployments,No
FTN2020-0116,04/15/2020,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands,L1 | L1,Unknown,Yes | Yes,White | Black,Male | Male,41 | 45,7 | 7,0 feet to 1 feet,Male,White,28,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2020-0117,04/16/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Policy Violation,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,48,24,4 feet to 6 feet,Female,Black,17,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2020-0118,04/16/2020,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Takedown (no injury),L1 | L1,Unknown | Unknown,Yes | Yes,White | White,Male | Male,34 | 39,6 | 4,15 feet to 18 feet | 15 feet to 18 feet,Male | Male,Black | Black,20 | 19,Medium | Medium,5'4'' to 5'6'' | 5'4'' to 5'6'',No | No,No | No,Yes | Yes,,Flight from an Officer,No | No
FTN2020-0093,04/16/2020,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,Canine (No Bite),L2,Unknown,Yes,White,Male,61,14,15 feet to 18 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2020-0152,04/19/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Policy Violation,Call for Service,,,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,Black | White,Male | Male,34 | 32,8 | 4,15 feet to 18 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No | No
FTN2020-0121,04/20/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Mentally unstable,Yes,Black,Male,,2,7 feet to 10 feet,Female,Black,41,Medium,5'7'' to 5'9'',No,Yes,No,,Other,No
FTN2020-0123,04/21/2020,FOB - Field Operations Bureau,6th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Not Justified,Call for Service,Good,Clear Conditions,Handcuffed Subject,L4,Mentally unstable,No,White,Male,47,13,1 feet to 3 feet,Male,White,45,Medium,5'7'' to 5'9'',No,No,No,,Battery on Police Officer,No
FTN2020-0124,04/21/2020,FOB - Field Operations Bureau,2nd District,Task Force A,Task Force A,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,White | White,Male | Male,30 | 32,7 | 4,7 feet to 10 feet,Male,Black,36,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No | No
FTN2020-0125,04/22/2020,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Not Justified,Serving a Warrant,Good,Clear Conditions,Baton/PR-24 (Strike) | Takedown (no injury) | Takedown (no injury),L3 | L1 | L1,None detected,Yes | Yes | Yes,Black | Black | Black,Male | Male | Male,58 | 33 | 22,31 | 8 | 2,1 feet to 3 feet,Male,Black,61,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No | No | No
FTN2020-0127,04/23/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,40,14,0 feet to 1 feet,Male,Black,59,Medium,5'10'' to 6'0'',No,Yes,No,,Battery on Police Officer,No
FTN2020-0129,04/27/2020,FOB - Field Operations Bureau,2nd District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown | Unknown,Yes | Yes | Yes,Black | Black | White,Male | Male | Male,38 | 30 | 31,15 | 4 | 5,0 feet to 1 feet | 0 feet to 1 feet, | Male, | Black, | 13,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,Flight from an Officer,No | No | No
FTN2020-0128,04/27/2020,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,White | White,Male | Male,34 | 39,6 | 4,0 feet to 1 feet,Male,Black,17,Small,5'4'' to 5'6'',No,No,No,,Resisting Lawful Arrest,No | No
FTN2020-0132,04/28/2020,FOB - Field Operations Bureau,3rd District,Task Force A,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Light,Firearm (Exhibited),L1,None detected,No,White,Male,43,12,11 feet to 14 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0130,04/28/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Other,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Alchohol and unknown drugs,Yes | Yes,White | White,Male | Male,51 | 27,16 | 3,1 feet to 3 feet,Male,Black,35,Small,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No | No
FTN2020-0131,04/28/2020,FOB - Field Operations Bureau,4th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,Black,Male,40,17,7 feet to 10 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2020-0133,04/28/2020,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Alchohol,Yes,Hispanic,Male,26,4,1 feet to 3 feet,Male,White,47,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0134,04/29/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Hands | Hands | Takedown (no injury) | Takedown (no injury) | Takedown (no injury) | Hands | Takedown (no injury),L1 | L1 | L1 | L1 | L1 | L1 | L1,None detected,Yes | Yes | Yes | Yes | Yes | Yes | Yes,Black | White | Asian/Pacifi | Black | White | White | Not Specifie,Male | Male | Male | Male | Male | Male | Male,39 | 40 | 43 | 37 | 30 | 32 | 29,0 | 14 | 5 | 4 | 4 | 4 | 2,1 feet to 3 feet,Male,Black,33,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Lawful Arrest,No | No | No | No | No | No | No
FTN2020-0136,04/30/2020,FOB - Field Operations Bureau,7th District,K9 Section,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Canine (No Bite),L2,Unknown | Unknown | Unknown,Yes,Black,Male,37,12,19 feet to 21 feet | 19 feet to 21 feet | 19 feet to 21 feet,Male | Male | Male,Black | Black | Black,15 | 15 | 18,Medium | Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes | Yes,Yes | Yes | Yes,Yes | Yes | Yes,,Tactical Deployments,No
FTN2020-0138,05/03/2020,FOB - Field Operations Bureau,3rd District,Task Force A,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury) | Firearm (Exhibited) | CEW Deployment,L1 | L1 | L2,Alchohol and unknown drugs,Yes | No | Yes,Hispanic | White | White,Male | Male | Male,43 | 36 | 36,5 | 5 | 5,0 feet to 1 feet,Male,White,41,Large,5'7'' to 5'9'',Yes,Yes,No,,refuse verbal commands,No | No | No
FTN2020-0139,05/05/2020,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Canine (Bite) | Rifle (Pointed),L4 | L1,Unknown,Yes | Yes,White | Black,Male | Male,52 | 32,29 | 8,0 feet to 1 feet,Male,Black,21,Small,5'7'' to 5'9'',Yes,No,Yes,,Flight from an Officer,No | No
FTN2019-0375,05/05/2020,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,Hispanic | Black,Male | Male,32 | 34,6 | 2,0 feet to 1 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2020-0137,05/06/2020,FOB - Field Operations Bureau,7th District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Policy Violation,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected | None detected,Yes | Yes,Black | Black,Male | Male,39 | 23,0 | 3,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,20 | 20,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,Yes | Yes,Yes | Yes,,Flight from an Officer,No | No
FTN2020-0140,05/08/2020,FOB - Field Operations Bureau,7th District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Poor,Rainy Conditions - Light,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Asian/Pacifi | Black,Male | Male,43 | 37,5 | 4,11 feet to 14 feet,Male,Black,24,Large,6'1'' to 6'3'',No,No,Yes,,Flight from an Officer,No | No
FTN2021-0190,06/16/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited) | Takedown (no injury) | Takedown (no injury) | Firearm (Exhibited),L1 | L1 | L1 | L1,None detected,Yes | Yes | Yes | Yes,Hispanic | Hispanic | White | Black,Male | Male | Female | Male,26 | 26 | 29 | ,5 | 5 | 3 | 2,11 feet to 14 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No | No | No | No
FTN2021-0191,06/16/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands,L1 | L1,None detected,Yes | Yes,Black | Black,Male | Male,,2 | 2,0 feet to 1 feet,Male,Black,30,Medium,> 6'3'',No,No,Yes,,refuse verbal commands,No | No
